<DATE>;;;;;close
20200128;;;;;0,016023
20200129;;;;;0,015941
20200130;;;;;0,015772
20200131;;;;;0,015591
20200202;;;;;0,015595
20200203;;;;;0,015657
20200204;;;;;0,015845
20200205;;;;;0,015864
20200206;;;;;0,015756
20200207;;;;;0,015545
20200209;;;;;0,015554
20200210;;;;;0,01556
20200211;;;;;0,015742
20200212;;;;;0,015775
20200213;;;;;0,015674
20200214;;;;;0,015703
20200216;;;;;0,015702
20200217;;;;;0,015706
20200218;;;;;0,015611
20200219;;;;;0,015693
20200220;;;;;0,015546
20200221;;;;;0,015564
20200223;;;;;0,015508
20200224;;;;;0,015255
20200225;;;;;0,015271
20200226;;;;;0,015231
20200227;;;;;0,015035
20200228;;;;;0,014946
20200301;;;;;0,014869
20200302;;;;;0,015032
20200303;;;;;0,015062
20200304;;;;;0,015062
20200305;;;;;0,014759
20200306;;;;;0,014548
20200308;;;;;0,013815
20200309;;;;;0,013385
20200310;;;;;0,014028
20200311;;;;;0,013758
20200312;;;;;0,013292
20200313;;;;;0,013757
20200315;;;;;0,013619
20200316;;;;;0,013421
20200317;;;;;0,013341
20200318;;;;;0,012313
20200319;;;;;0,01263
20200320;;;;;0,012463
20200322;;;;;0,012382
20200323;;;;;0,012581
20200324;;;;;0,012743
20200325;;;;;0,012719
20200326;;;;;0,012885
20200327;;;;;0,012662
20200329;;;;;0,012571
20200330;;;;;0,012521
20200331;;;;;0,012717
20200401;;;;;0,012673
20200402;;;;;0,012923
20200403;;;;;0,013048
20200405;;;;;0,012926
20200406;;;;;0,01312
20200407;;;;;0,013222
20200408;;;;;0,013279
20200409;;;;;0,0134
20200410;;;;;0,013571
20200412;;;;;0,013624
20200413;;;;;0,013587
20200414;;;;;0,01365
20200415;;;;;0,013303
20200416;;;;;0,01353
20200417;;;;;0,013498
20200419;;;;;0,013465
20200420;;;;;0,013206
20200421;;;;;0,012921
20200422;;;;;0,013135
20200423;;;;;0,013393
20200424;;;;;0,013396
20200426;;;;;0,013419
20200427;;;;;0,013438
20200428;;;;;0,013514
20200429;;;;;0,013647
20200430;;;;;0,013409
20200501;;;;;0,013252
20200503;;;;;0,013239
20200504;;;;;0,013395
20200505;;;;;0,013562
20200506;;;;;0,013367
20200507;;;;;0,013492
20200508;;;;;0,013594
20200510;;;;;0,013585
20200511;;;;;0,013558
20200512;;;;;0,013564
20200513;;;;;0,013493
20200514;;;;;0,01351
20200515;;;;;0,013595
20200517;;;;;0,013542
20200518;;;;;0,013734
20200519;;;;;0,013749
20200520;;;;;0,014005
20200521;;;;;0,014103
20200522;;;;;0,013951
20200524;;;;;0,013958
20200525;;;;;0,013921
20200526;;;;;0,014085
20200527;;;;;0,01407
20200528;;;;;0,01414
20200529;;;;;0,014212
20200531;;;;;0,014244
20200601;;;;;0,01443
20200602;;;;;0,014527
20200603;;;;;0,014606
20200604;;;;;0,014434
20200605;;;;;0,014541
20200607;;;;;0,014651
20200608;;;;;0,014653
20200609;;;;;0,014544
20200610;;;;;0,014561
20200611;;;;;0,014258
20200612;;;;;0,014266
20200614;;;;;0,014332
20200615;;;;;0,014337
20200616;;;;;0,014357
20200617;;;;;0,014314
20200618;;;;;0,014319
20200619;;;;;0,01438
20200621;;;;;0,01432
20200622;;;;;0,01447
20200623;;;;;0,014504
20200624;;;;;0,014351
20200625;;;;;0,014464
20200626;;;;;0,014292
20200628;;;;;0,014332
20200629;;;;;0,014208
20200630;;;;;0,014028
20200701;;;;;0,014112
20200702;;;;;0,014197
20200703;;;;;0,013987
20200705;;;;;0,01397
20200706;;;;;0,013882
20200707;;;;;0,013958
20200708;;;;;0,013997
20200709;;;;;0,014088
20200710;;;;;0,01408
20200712;;;;;0,014106
20200713;;;;;0,014098
20200714;;;;;0,014031
20200715;;;;;0,014067
20200716;;;;;0,013952
20200717;;;;;0,013873
20200719;;;;;0,013876
20200720;;;;;0,014
20200721;;;;;0,014134
20200722;;;;;0,014006
20200723;;;;;0,013976
20200724;;;;;0,013935
20200726;;;;;0,013898
20200727;;;;;0,013934
20200728;;;;;0,01377
20200729;;;;;0,013751
20200730;;;;;0,013591
20200731;;;;;0,013429
20200802;;;;;0,013455
20200803;;;;;0,013666
20200804;;;;;0,013585
20200805;;;;;0,013685
20200806;;;;;0,013621
20200807;;;;;0,013519
20200809;;;;;0,013578
20200810;;;;;0,013582
20200811;;;;;0,01364
20200812;;;;;0,013511
20200813;;;;;0,013669
20200814;;;;;0,013683
20200816;;;;;0,013664
20200817;;;;;0,013551
20200818;;;;;0,013667
20200819;;;;;0,013624
20200820;;;;;0,013496
20200821;;;;;0,013334
20200823;;;;;0,01335
20200824;;;;;0,013404
20200825;;;;;0,013244
20200826;;;;;0,013224
20200827;;;;;0,013291
20200828;;;;;0,013473
20200830;;;;;0,013444
20200831;;;;;0,013498
20200901;;;;;0,013568
20200902;;;;;0,013249
20200903;;;;;0,013271
20200904;;;;;0,013242
20200906;;;;;0,013226
20200907;;;;;0,013182
20200908;;;;;0,013069
20200909;;;;;0,013241
20200910;;;;;0,013262
20200911;;;;;0,01333
20200913;;;;;0,013302
20200914;;;;;0,013251
20200915;;;;;0,013301
20200916;;;;;0,013342
20200917;;;;;0,013344
